ISO 639-3,Language,Filename,WALS 116A,GB 107,WALS 81A,Title,Family,Subfamily,Genus,Macroarea,Author,Year,Pages,RAG,CoT,Question,Result
uri,Urim,hemmila1987urim,Clause-final question particle,0,SVO,Urim grammar,Torricelli,,Urim,Papunesia,"Hemmilä, Ritva and Luoma, Pirkko",1987,267,1,0,clause-final question particle,0
aau,Abau,lock2011abau,"Clause-final question particle, Clause-medial question particle",0,SOV,Abau grammar,Sepik,,Abau,Papunesia,"Lock, Arnold",2011,495,1,0,clause-final question particle,1
cha,Chamorro,chung2020chamorro,"Clause-initial question particle, Interrogative intonation only",0,VSO,Chamorro grammar,Austronesian,,Chamorro,Papunesia,"Chung, Sandra",2020,754,1,0,clause-final question particle,1
kmn,Awtuw,feldman1986grammar,"Clause-final question particle, Clause-medial question particle, Interrogative intonation only",1,SOV,A grammar of Awtuw,Sepik,,Ram,Papunesia,"Feldman, Harry",1983,395,1,0,clause-final question particle,1
mpt,Mian,fedden2011grammar,"Clause-final question particle, Clause-initial question particle, Clause-medial question particle, Interrogative verb morphology",1,SOV,A Grammar of Mian,Trans-New Guinea,Awyu-Ok,Ok,Papunesia,"Fedden, Sebastian Olcher",2011,629,1,0,clause-final question particle,1
cao,Chácobo,tallman2018grammar,"Clause-medial question particle, Interrogative verb morphology",1,No dominant order,"A Grammar of Chácobo, a southern Pano language of the northern Bolivian Amazon",Pano-Tacanan,,Panoan,South America,"Tallman, Adam J. R.",2018,1422,1,0,clause-final question particle,0
jup,Hup,epps2005grammar,Interrogative word order,1,SOV,A Grammar of Hup,Nadahup,,Nadahup,South America,"Epps, Patience",2005,1134,1,0,clause-final question particle,0
xwa,Kwaza,voort2004grammar,"Interrogative intonation only, Interrogative verb morphology",1,No dominant order,A Grammar of Kwaza,Kwaza,,Kwaza,South America,"van der Voort, Hein",2004,1064,1,0,clause-final question particle,0
hub,Huambisa,pena2015grammar,Not mentioned in the grammar,1,SOV,A grammar of Wampis,Jivaroan,,Jivaroan,South America,"Peña, Jaime G.",2015,971,1,0,clause-final question particle,0
cod,Cocama,vallejos2010grammar,"Interrogative intonation only, Interrogative word order, Second position question particle",0,No dominant order,A grammar of Kokama-Kokamilla,Tupian,,Maweti-Guarani,South America,"Vallejos Yopán, Rosa",2010,947,1,0,clause-final question particle,1
tri,Tiriyo,meira1999grammar,Interrogative intonation only,0,OVS,A Grammar of Tiriyó,Cariban,,Cariban,South America,"Meira, Sérgio",1999,726,1,0,clause-final question particle,1
tca,Ticuna,bertet2020aspects,Not mentioned in the grammar,0,No dominant order,"Aspects of Tikuna grammar (San Martín de Amacayacu variety, Colombia): Phonology, nominal phrase, predicative phrase",Ticuna,,Ticuna,South America,"Bertet, Denis",2020,668,1,0,clause-final question particle,1
huu,Huitoto (Murui),wojtylak2020grammar,Interrogative intonation only,1,SOV,A Grammar of Murui (Bue): A Witotoan language of Northwest Amazonia,Witotoan,,Witoto,South America,"Wojtylak, Katarzyna I.",2017,637,1,0,clause-final question particle,1
iqu,Iquito,lai2009time,Interrogative intonation only,0,SVO,Time in the Iquito Language,Zaparoan,,Zaparoan,South America,"Lai, I-Wen",2009,629,1,0,clause-final question particle,1
mzp,Movima,haude2006grammar,Interrogative intonation only,0,No dominant order,A Grammar of Movima,Movima,,Movima,South America,"Haude, Katharina",2006,614,1,0,clause-final question particle,1
boa,Bora,thiesen2012grammar,Clause-initial question particle,1,No dominant order,A Grammar of Bora with Special Attention to Tone,Boran,,Boran,South America,"Thiesen, Wesley and Weber, David",2012,583,1,0,clause-final question particle,1
pav,Wari',kern1997wari,Interrogative intonation only,1,VOS,Wari': the Pacaas Novos language of Western Brazil,Chapacura-Wanham,,Chapacura-Wanham,South America,"Everett, Daniel L. and Kern, Barbara",1997,530,1,0,clause-final question particle,0
ayr,Aymara (Central),wexler1967beginning,"Clause-final question particle, Clause-medial question particle",1,SOV,Beginning Aymara. A course for English speakers,Aymaran,,Aymaran,South America,"Wexler, Paul",1967,502,1,0,clause-final question particle,1
tpy,Trumai,guirardello1999reference,"Clause-final question particle, Clause-medial question particle, Interrogative intonation only",0,No dominant order,A Reference Grammar of Trumai,Trumai,,Trumai,South America,"Guirardello, Raquel",1999,475,1,0,clause-final question particle,1
apn,Apinayé,de2005language,"Clause-initial question particle, Interrogative intonation only",0,SOV,The Language of the Apinajé People of Central Brazil,Macro-Ge,Je,Je Setentrional,South America,"Cunha de Oliveira, Christiane",2005,445,1,0,clause-final question particle,1
yad,Yagua,payne1985aspects,Second position question particle,0,No dominant order,Aspects of the Grammar of Yagua: A Typological Perspective (Peru),Peba-Yaguan,,Peba-Yaguan,South America,"Payne, Doris Lander",1985,441,1,0,clause-final question particle,0
cbv,Cacua,bolanos2016grammar,Clause-final question particle,1,SOV,A Grammar of Kakua,Cacua-Nukak,,Cacua-Nukak,South America,"Bolaños, Katherine",2016,415,1,0,clause-final question particle,1
yuz,Yuracare,van2006grammar,Interrogative intonation only,0,No dominant order,A Grammar of Yurakaré,Yuracare,,Yuracare,South America,"van Gijn, Erik",2006,372,1,0,clause-final question particle,1
kvn,Kuna,forster2011paya,Interrogative intonation only,1,SOV,Paya Kuna: An introductory grammar,Chibchan,,Kuna,South America,"Forster, D. Keith",2011,331,1,0,clause-final question particle,1
ure,Uru,hannss2008uchumataqu,"Clause-final question particle, Interrogative word order",0,SOV,Uchumataqu: The lost language of the Urus of Bolivia. A grammatical description of the language as documented between 1894 and 1952,Uru-Chipaya,,Uru-Chipaya,South America,"Hannß, Katja",2008,330,1,0,clause-final question particle,1
kbh,Camsá,o2018grammatical,"Clause-final question particle, Interrogative verb morphology",1,No dominant order,A grammatical description of Kamsá: A language isolate of Colombia,Camsá,,Camsá,South America,"O'Brien, Colleen Alena",2018,278,1,0,clause-final question particle,1
wba,Warao,romero1997reference,Interrogative verb morphology,1,OSV,A Reference Grammar of Warao,Warao,,Warao,South America,"Romero-Figeroa, Andrés",1997,141,1,0,clause-final question particle,0
cui,Cuiba,berg1973cuiva,Not mentioned in the grammar,1,SOV,The Cuiva language grammar,Guahiban,,Guahiban,South America,"Berg, Marie and Kerr, Isabel",1973,112,1,0,clause-final question particle,1
apu,Apurinã,facundes2000language,Interrogative intonation only,1,SVO,The Language of the Apurinã People of Brazil (Maipure/Arawak),Arawakan,,Purus,South America,"Facundes, Sidney da Silva",2000,705,1,0,clause-final question particle,1
kbc,Kadiwéu,sandalo1995grammar,Not mentioned in the grammar,1,No dominant order,A Grammar of Kadiweu,Guaicuruan,,Kadiwéu,South America,"Sandalo, Maria Filomena",1995,291,1,0,clause-final question particle,1
kpj,Karajá,ribeiro2012grammar,Second position question particle,1,SOV,A grammar of Karajá,Macro-Ge,,Karajá,South America,"Ribeiro, Eduardo Rivail",2012,301,1,0,clause-final question particle,1
spp,Supyire,carlson1994grammar,Clause-initial question particle,1,SOV,A Grammar of Supyire,Niger-Congo,,Senufo,Africa,"Carlson, Robert",1990,1048,1,0,clause-medial question particle,1
djm,Jamsay,heath2008grammar,Clause-final question particle,1,SOV,A grammar of Jamsay,Dogon,,Dogon,Africa,"Heath, Jeffrey",2008,755,1,0,clause-medial question particle,1
mhi,Ma'di,blackings2003grammar,Tone,0,No dominant order,A Grammar of Ma'di,Central Sudanic,,Moru-Ma'di,Africa,"Blackings, Mairi and Fabb, Nigel",2003,750,1,0,clause-medial question particle,1
dba,Bangime,hantgan2013aspects,Clause-final question particle,1,No dominant order,"Aspects of Bangime Phonology, Morphology, and Morphosyntax",Bangime,,Bangime,Africa,"Hantgan, Abbie",2013,550,1,0,clause-medial question particle,1
guk,Gumuz,ahland2012grammar,"Clause-final question particle, Interrogative intonation only",1,SVO,A grammar of Northern and Southern Gumuz,Gumuz,,Gumuz,Africa,"Ahland, Colleen Anne",2012,506,1,0,clause-medial question particle,1
khq,Koyra Chiini,heath1999grammar,"Clause-initial question particle, Interrogative intonation only",0,SVO,A Grammar of Koyra Chiini: The Songhay of Timbuktu,Songhay,,Songhay,Africa,"Heath, Jeffrey",1999,467,1,0,clause-medial question particle,1
sif,Seme,toews2015topics,Clause-final question particle,0,SOV,Topics in Siamou tense and aspect,Siamou,,Siamou,Africa,"Toews, Carmela I. P.",2015,432,1,0,clause-medial question particle,1
tms,Tima,mubarak2009tima,Not mentioned in the grammar,1,SVO,Tima Word Structure (Noun and Verb),Kordofanian,,Katla-Tima,Africa,"Alamin Mubarak, Suzan",2009,344,1,0,clause-medial question particle,1
knw,!Xun (Ekoka),heine2015xun,"Clause-final question particle, Second position question particle",1,SVO,The !Xun Language: A Dialect Grammar of Northern Khoisan,Kxa,,Ju-Kung,Africa,"Heine, Bernd and König, Christa",2015,342,1,0,clause-medial question particle,1
xtc,Katcha,turner2016morphosyntax,Not mentioned in the grammar,0,No dominant order,Morphosyntax of Katcha nominals: a Dynamic Syntax account,Kadu,,Kadugli,Africa,"Turner, Darryl John",2016,289,1,0,clause-medial question particle,1
ijc,Ijo (Kolokuma),williamson1965grammar,Tone,1,SOV,A Grammar of the Kolokuma Dialect of Ịjọ,Ijoid,,Ijoid,Africa,"Williamson, Kay",1965,134,1,0,clause-medial question particle,1
ema,Emai,schaefer2017grammar,Interrogative intonation only,1,SVO,A grammar of Emai,Niger-Congo,Benue-Congo,Edoid,Africa,"Schaefer, Ronald P. and Egbokhare, Oisaghaede Francis",2017,1019,1,0,clause-medial question particle,1
ikx,Ik,schrock2014grammar,"Interrogative verb morphology, Tone",1,VSO,A grammar of Ik (Icé-tód): Northeast Uganda's last thriving Kuliak language,Eastern Sudanic,,Kuliak,Africa,"Schrock, Terrill",2014,747,1,0,clause-medial question particle,1
niy,Ngiti,kutsch1994ngiti,"Clause-initial question particle, Second position question particle, Tone",0,No dominant order,Ngiti: A Central-Sudanic Language of Zaire,Central Sudanic,,Lendu,Africa,"Kutsch Lojenga, Constance",1994,531,1,0,clause-medial question particle,1
sid,Sidaama,kawachi2007grammar,Interrogative intonation only,1,SOV,A Grammar of Sidaama (Sidaamo): A Cushitic Language of Ethiopia,Afro-Asiatic,Cushitic,Highland East Cushitic,Africa,"Kawachi, Kazuhiro",2007,842,1,0,clause-medial question particle,1
muz,Mursi,worku2020grammar,Interrogative intonation only,1,SVO,"A grammar of Mursi, a Nilo-Saharan language",Eastern Sudanic,Surmic,South Surmic,Africa,"Worku, Firew Girma",2020,689,1,0,clause-medial question particle,1
mpe,Majang,joswig2019majang,"Clause-final question particle, Clause-medial question particle, Tone",1,VSO,The Majang Language,Eastern Sudanic,Surmic,Majang,Africa,"Joswig, Andreas",2019,542,1,0,clause-medial question particle,1
bvq,Birri,santandrea1966birri,Not mentioned in the grammar,0,Not mentioned in the grammar,The Birri Language: Brief Elementary Notes,Central Sudanic,,Birri,Africa,"Santandrea, Stefano",1966,154,1,0,clause-medial question particle,1
taq,Tamashek,heath2005grammar,"Clause-initial question particle, Interrogative intonation only",1,VSO,A grammar of Tamashek (Tuareg of Mali),Afro-Asiatic,,Berber,Africa,"Heath, Jeffrey",2005,763,1,0,clause-medial question particle,1
cop,Coptic,reintges2018coptic,"Clause-initial question particle, Interrogative intonation only",1,SVO,Coptic Egyptian (Sahidic Dialect): A Learner's Grammar,Afro-Asiatic,,Egyptian-Coptic,Africa,"Reintges, C. H.",2018,646,1,0,clause-medial question particle,1
ibo,Igbo,emenanjo2015grammar,Tone,1,SVO,A Grammar of Contemporary Igbo,Niger-Congo,Benue-Congo,Igboid,Africa,"Emenanjo, Nolue Emmanuel",2015,672,1,0,clause-medial question particle,1
mcs,Mambai,anonby2008phonology,Clause-final question particle,0,SVO,"Phonology and Morphology of Mambay (Niger-Congo, Adamawa)",Niger-Congo,Adamawa-Ubangi,Mbumic,Africa,"Anonby, Erik John",2008,592,1,0,clause-medial question particle,0
tbi,Ingessana,stirtz2012lot,Clause-final question particle,0,SVO,"A grammar of Gaahmg, a Nilo-Saharan language of Sudan",Eastern Sudanic,,Eastern Jebel,Africa,"Stirtz, Timothy",2012,350,1,0,clause-medial question particle,1
gow,Gorowa,harvey2018gorwaa,Clause-initial question particle,1,SOV,The Gorwaa noun: Toward a description of the Gorwaa language,Afro-Asiatic,Cushitic,Southern Cushitic,Africa,"Harvey, Andrew",2018,564,1,0,clause-medial question particle,1
shj,Shatt,alfira2016caning,Not mentioned in the grammar,0,Not mentioned in the grammar,Caning Grammar Book,Eastern Sudanic,,Daju,Africa,"Alfira, David Abbi and Kafi, Timothy Kuku and Kaki, Hassan Kuwa and Hasan, Ali Alaliim and Anjo, Anjo Kuku and Jas, Dayan Kuku and Sarukh, Sadik Kafi",2016,270,1,0,clause-medial question particle,1
kfz,Koromfe,rennison1997koromfe,Clause-final question particle,1,SVO,Koromfe,Niger-Congo,Gur,Koromfe,Africa,"Rennison, John R.",1997,575,1,0,clause-medial question particle,1
fia,Nobiin,bechhaus2011hi,Interrogative verb morphology,1,SOV,The (Hi)story of Nobiin - 1000 years of language change,Eastern Sudanic,,Nubian,Africa,"Bechhaus-Gerst, Marianne",2011,252,1,0,clause-medial question particle,0
nyi,Nyimang,stevenson1938grammar,Not mentioned in the grammar,0,Not mentioned in the grammar,A grammar of the Nyimang language (Nuba Mountains),Eastern Sudanic,,Nyimang,Africa,"Stevenson, Roland C.",1938,195,1,0,clause-medial question particle,1
lme,Lamé,shay2019grammar,Clause-final question particle,0,SVO,A Grammar of Pévé,Afro-Asiatic,Chadic,Masa,Africa,"Shay, Erin",2019,383,1,0,clause-medial question particle,1
gup,Bininj Gun-Wok,evans2003bininj,"Clause-initial question particle, Interrogative intonation only",0,No dominant order,"Bininj Gun-Wok: A Pan-dialectal Grammar of Mayali, Kunwinjku and Kune",Gunwinyguan,,Marne,Australia,"Evans, Nicholas",2003,775,1,0,clause-medial question particle,1
wmb,Wambaya,nordlinger1998grammar,"Interrogative intonation only, Interrogative verb morphology, Second position question particle",0,No dominant order,A Grammar of Wambaya,Mirndi,,Wambayan,Australia,"Nordlinger, Rachel",1993,684,1,0,clause-medial question particle,1
wrr,Wardaman,merlan1994grammar,Not mentioned in the grammar,0,No dominant order,A Grammar of Wardaman: A Language of the Northern territory of Australia,Yangmanic,Gunwinyguan,Yangmanic,Australia,"Merlan, Francesca C.",1994,633,1,0,clause-medial question particle,1
gni,Gooniyandi,mcgregor1990functional,No interrogative-declarative distinction,0,No dominant order,A Functional Grammar of Gooniyandi,Bunuban,,Bunuban,Australia,"McGregor, William",1990,618,1,0,clause-medial question particle,0
tiw,Tiwi,lee1987tiwi,"Clause-final question particle, Interrogative intonation only",0,SVO,Tiwi Today: a study of language change in a contact situation,Tiwian,,Tiwian,Australia,"Lee, Jennifer R.",1983,605,1,0,clause-medial question particle,1
nck,Nakkara,eather1990grammar,Not mentioned in the grammar,1,Not mentioned in the grammar,A Grammar of Nakkara (Central Arnhem Land Coast),Mangrida,,Nakkara,Australia,"Eather, Bronwyn",1990,514,1,0,clause-medial question particle,1
wrk,Garrwa,mushin2012grammar,"Interrogative intonation only, Second position question particle",0,No dominant order,A grammar of (Western) Garrwa,Garrwan,,Garrwan,Australia,"Mushin, Ilana",2012,491,1,0,clause-medial question particle,1
nam,Ngankikurungkurr,reid2011ngan,Not mentioned in the grammar,0,No dominant order,"Ngan'gityemerri: A Language of the Daly River Region, Northern territory of Australia",Southern Daly,,Ngankikurungkurr,Australia,"Reid, Nicholas J.",1990,482,1,0,clause-medial question particle,1
waq,Wagiman,cook1987wagiman,Not mentioned in the grammar,0,No dominant order,Wagiman matyin: a description of the wagiman language of the Northern Territory,Wagiman,,Wagiman,Australia,"Cook, Anthony R.",1987,389,1,0,clause-medial question particle,1
aii,Neo-Aramaic (Assyrian),khan2008neo,"Clause-initial question particle, Interrogative verb morphology",1,SOV,The Neo-Aramaic Dialect of Barwar,Afro-Asiatic,,Semitic,Eurasia,"Khan, Geoffrey",2008,2236,1,0,clause-medial question particle,1
eng,English,huddleston2005cambridge,"Interrogative intonation only, Interrogative word order",1,SVO,The Cambridge grammar of the English language,Indo-European,,Germanic,Eurasia,"Huddleston, Rodney D. and Pullum, Geoffrey K.",2002,1859,1,0,clause-medial question particle,1
kor,Korean,martin1992reference,Clause-final question particle,1,SOV,A Reference Grammar of Korean: A Complete Guide to the Grammar and History of the Korean Language,Korean,,Korean,Eurasia,"Martin, Samuel E.",1992,1042,1,0,clause-medial question particle,1
eus,Basque,hualde2003grammar,Interrogative intonation only,0,SOV,A Grammar of Basque,Basque,,Basque,Eurasia,"Hualde, José I. and de Urbina, Jon Ortiz",2003,976,1,0,clause-medial question particle,0
mal,Malayalam,syamala1981intensive,Interrogative verb morphology,1,Not mentioned in the grammar,An intensive course in Malayalam,Dravidian,,Dravidian,Eurasia,"Kumari, B. Syamala",1981,933,1,0,clause-medial question particle,1
